case_id, setup, solution
25, R2' D R' U2' R D' R' U' R' U R U2' R' y, y' R U2 R' U' R U R D R' U2 R D' R2
26, R' U2' F' R U R' U' R' F R U2' R y2', y2 R' U2 R' F' R U R U' R' F U2 R
27, R' U2' R U R' U' R' D' R U2' R' D R2', R2 D' R U2 R' D R U R U' R' U2 R
28, R2' D R2' U2' R U R' U R2' D' R' U2' R' y', y2 F U R U' R' U R U' R2 F' R U2 R U2 R'
29, R' U2' R2' U R D' R U R' D R2' U' R U' R' y2', y' R' U2 R U R2 D' R U' R' D R2 U R' U' R U R' U R
30, L U' R' U L' U' R, y2 L' U R U' L U R'
31, L' U' L U' L' U' R U' L U' R' U' R U' R' y2', y2 R' U R U R' U' R' D' R U R' D R U R U' R' U2 R
32, R' U2' R' D' R U' R' D R U R U' R' U R U R' U R, y R U R2 F' R U R U R' U' R U' R' F R U' R'
33, R2' U R U R' U' R' U' R' L' U R' U' L y2', y2 R' U2 R' D' R U R' D R U' R U R' U' R U R' U R
34, R2' F2' R2' U R U' R F2' R' U2' R' U R U2' R' y', y' R U R U' R2 D U2 R' U' R U D' R
35, L' U' L' U L2' D' U2' L U L' D U' L' y, y R D' U R U' R' U2 D R2 U' R U R
36, F2' R U' R' U' R U2' R2' U' R F2' R' U R y2', y2 F R U' R' U R U R2 F' R U R U R' U' R U' R'
37, R U R' U R U L U2' R' U R U2' R' L', R U R' F' R U R' U' R' F R2 U R' U' R U' R'
38, R U R' U' R U R2' D' R U2' R' D R2' U2' R' y, y2 f' L F L' U2 L' U2 L U2 S
39, R' U2' R U2' L U' R' U M x, y2 L' R U' L U R' U2 L' U2 L
40, R' U R U2' R' U R2' D R' U R D' R' y, R' U' F' R U R' U' R' F R2 U' R' U R
41, R' U2' R' D R' U R D' R U R U' R U' R' y', y2 R2 D R' U2 R D' R U' R2 U' R' U R' U R
42, R L' U R' U' L U R U2' L' U R' U' L y', R2 D' R U' R' D F R U R U' R' F' R
43, R U R' U R2' D r' U2' r D' R2' y2', y2 R2 D r' U2 r D' R2 U' R U' R'
44, L' U R' U2' L U' L' U2' L U2' R U R' U R, R U R' U' R' U2 R U R' U R2 U r' F R' F' r
45, R U R' U' L U' R U L' U' R' U' R U2' R', R U2 R' U' R U' R D R' U2 R D' R' U2 R'
46, R' U2' L U' R2' U L' R' U2' R U R' U' R' U R y, y' R' U' R U' R' F' R U R' U' R' F R U R U' R' U2 R
47, R U R' U R2' D R' U2' R D' R2' y2', y2 R2 D R' U2 R D' R2 U' R U' R'
48, F R' U' R2' U' R2' U2' R2' U' R' F' y', R U R' F' R U2 R' U2 R' F R2 U' R'
49, R U R' U L' U R U' L U2' R', R U' R' U2 R U' R' U2 R' D' R U R' D R
50, F U' R' U R U F' R U R2' U R2' U2' R' y, y' R U2 R2 U' R2 U' R' F U' R' U' R U F'
51, F R U' R2' U2' R U R' U R2' U R' F' y2', R U R' F' R U2 R' U' R U' R' F R U' R'
52, R' U2' L U' R U L' U R' U R y2', L' U' L U' R U' L' U R' U2 L
53, R' U2' L R2' U2' R' U' R U2' L' U R2' U R y2', y2 F R' F' R U R U' R2 F R U R' U' F' U R
54, L' U2' L U R U2' L' U' L U' R' U R U2' R', F' U2 R' D R U' R' D' R f R' F R f'
55, R' U2' R U R' U' R L U' R' U L' U2' R y', y' F U' R' U R U F' R' U R U' R' U2 R
56, R U2' L' U R' U' L R U' R' U R U2' R' y, y' R U2 R' U' R U R' r' F R F' r U2 R'
57, L' U2' R L U2' L' U2' R' U2' L U' R U' R' y', y' R2 U R2 F' R U R' U R U2 R' F R2 U' R2
58, F U R' F R F' R U' R' U R U' R' F' y, y' F R U R' U' R U R' F R' F' R U' F'
59, R2' U2' R U' R' U R' U L' U R' U' L U' R' y2', y2 R' U F' R U R' U' R' F R U2 R U2 R' U' R
60, L U' R U' R2' U L' U' R U2' L U R U2' R' L' y', y' R U' R2 D' U' R U' R' U2 D R2 U R'
61, R2' U' R2' U' R U R2' U' R2' U R' U R2' y, y R2 U R2 U R' U2 R' U R U R' U' R2
62, R' U2' R U R U R U R' U' R U R U' R U' R' y2', y R' U' R U R U2 R' U' R U' R' U R' U R
63, R2' U' R' U' R U R U R U R U R' U R, y2 R U R' U R' U' R U' R' U2 R U R U' R'
64, R' U' R U' R U R' U' R U R2' U R2' U' R' U R U' R' y', y' R' U' R U' R U R2 U R U' R U R' U' R U' R'
65, R' U2' R2' U2' R2' U' R2' U' R2' U R, R' U' R2 U R2 U R2 U2 R2 U2 R
66, R U R' U R U2' R' y', y R U2 R' U' R U' R'
67, R U R2' U' R2' U' R2' U2' R2' U2' R', R U2 R2 U2 R2 U R2 U R2 U' R'
68, R' U2' R U R' U R, R' U' R U' R' U2 R
69, R' U' R U R U R' U' R' U R U R U' R' y', y R U R' U' R' U' R U R U' R' U' R' U R
70, R2' U' R' U' R2' U R U R2' U R' U R, y R' U' R U R U2 R' U' R' U R U' R U' R'
71, R' U2' R2' U R2' U R U' R U' R' y2', y2 R U R' U R' U' R2 U' R2 U2 R
72, R2' U R' U R U2' R U2' R U R' U R2' U R' y', y' R2 D' R U2 R' D R U R' F R U R U' R' F' R
